County_Name,State_Name,Land_Area,Population_Density,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019
Scott County,Kentucky,730,170/sq mi (64/km2),47173,47096,47274,47913,48970,50000,51219,52155,53425,54782,55968,57004
Shelby County,Kentucky,1000,110/sq mi (42/km2),42074,41971,42189,42848,43656,44460,45089,45787,46548,47209,48059,49024
Simpson County,Kentucky,610,73/sq mi (28/km2),17327,17329,17336,17302,17543,17681,17753,17901,17992,18046,18403,18572
Spencer County,Kentucky,480,89/sq mi (34/km2),17061,17142,17201,17466,17518,17678,17813,18072,18336,18619,19021,19351
Taylor County,Kentucky,690,88/sq mi (34/km2),24512,24511,24673,24991,25069,25159,25360,25586,25441,25544,25514,25769
Todd County,Kentucky,970,33/sq mi (13/km2),12460,12463,12432,12428,12618,12475,12429,12447,12357,12177,12306,12294
Trigg County,Kentucky,1140,30/sq mi (12/km2),14339,14327,14322,14214,14410,14300,14131,14218,14302,14418,14658,14651
Trimble County,Kentucky,390,56/sq mi (22/km2),8809,8809,8812,8814,8844,8805,8722,8733,8596,8521,8468,8471
Union County,Kentucky,890,41/sq mi (16/km2),15007,15007,15276,15262,15082,15061,15072,14951,14765,14620,14471,14381
Warren County,Kentucky,1400,220/sq mi (85/km2),113792,113781,114341,115862,117389,119575,121394,124122,126419,129074,130750,132896
Washington County,Kentucky,770,39/sq mi (15/km2),11717,11713,11695,11690,11821,11849,11901,12007,12109,11880,12023,12095
Wayne County,Kentucky,1190,43/sq mi (17/km2),20813,20813,20850,20901,20824,20782,20618,20609,20728,20628,20430,20333
Webster County,Kentucky,860,41/sq mi (16/km2),13621,13621,13579,13528,13460,13357,13184,13155,13181,13012,13051,12942
Whitley County,Kentucky,1130,80/sq mi (31/km2),35637,35633,35718,35854,35768,35870,35833,36109,36108,36074,36101,36264
Wolfe County,Kentucky,570,33/sq mi (13/km2),7355,7355,7361,7362,7194,7279,7252,7241,7189,7248,7199,7157
Woodford County,Kentucky,490,130/sq mi (50/km2),24939,24946,25040,24944,25117,25345,25586,25860,26118,26385,26491,26734
Acadia Parish,Louisiana,1700,94/sq mi (36/km2),61773,61787,61877,61865,61997,62299,62667,62679,62786,62559,62214,62045
Allen Parish,Louisiana,1970,34/sq mi (13/km2),25764,25747,25702,25740,25622,25664,25714,25631,25680,25583,25567,25627
Ascension Parish,Louisiana,800,350/sq mi (140/km2),107215,107215,107890,110075,112218,114636,117282,119374,121558,123177,124858,126604
Assumption Parish,Louisiana,880,64/sq mi (25/km2),23421,23416,23333,23185,23072,23199,23047,22898,22756,22568,22279,21891
Avoyelles Parish,Louisiana,2150,49/sq mi (19/km2),42073,42071,42106,41795,41572,41275,41088,40979,40983,40836,40402,40144
Beauregard Parish,Louisiana,3000,31/sq mi (12/km2),35654,35651,35831,36090,36333,36260,36239,36531,36973,36847,37369,37497
Bienville Parish,Louisiana,2100,17/sq mi (6.7/km2),14353,14353,14306,14261,14192,13961,13782,13823,13780,13631,13343,13241
Bossier Parish,Louisiana,840,52/km2 (130/sq mi),116979,117036,117675,120134,123160,124021,124868,125554,125920,126959,127022,127039
Caddo Parish,Louisiana,879,110/km2 (270/sq mi),254969,254914,255590,256967,257252,255127,252605,251345,248837,245935,242833,240204
Calcasieu Parish,Louisiana,2760,180/sq mi (68/km2),192768,192772,193026,193861,194479,195492,196570,198450,200568,202466,203177,203436
Caldwell Parish,Louisiana,1370,19/sq mi (7.2/km2),10132,10126,10148,10123,10042,9984,9950,10045,10074,9959,9964,9918
Cameron Parish,Louisiana,3330,3.5/sq mi (1.4/km2),6839,6868,6917,6673,6631,6713,6726,6825,6896,6944,7013,6973
Catahoula Parish,Louisiana,1830,14/sq mi (5.4/km2),10407,10407,10377,10286,10240,10251,10129,10029,9869,9830,9606,9494
Claiborne Parish,Louisiana,1960,22/sq mi (8.7/km2),17195,17195,17175,16940,16868,16662,16402,16261,16146,15953,15895,15670
Concordia Parish,Louisiana,1810,28/sq mi (11/km2),20822,20822,20839,20842,20501,20500,20479,20228,19970,19846,19586,19259
De Soto Parish,Louisiana,2270,30/sq mi (11/km2),26656,26656,26670,26779,27023,27089,27061,27101,27190,27267,27426,27463
East Baton Rouge Parish,Louisiana,1180,940/sq mi (360/km2),440171,440525,440912,441564,442955,444181,445119,445512,446677,444511,442058,440059
East Carroll Parish,Louisiana,1090,18/sq mi (6.8/km2),7759,7759,7737,7658,7579,7500,7445,7277,7235,7111,6994,6861
East Feliciana Parish,Louisiana,1170,44/sq mi (17/km2),20267,20260,20157,20085,19860,19601,19677,19540,19513,19380,19286,19135
Evangeline Parish,Louisiana,1710,50/sq mi (19/km2),33984,33988,33956,33842,33748,33827,33758,33724,33667,33663,33496,33395
Franklin Parish,Louisiana,1620,33/sq mi (13/km2),20767,20767,20810,20771,20573,20508,20432,20386,20370,20256,20164,20015
Grant Parish,Louisiana,1670,34/sq mi (13/km2),22309,22309,22336,22382,22388,22301,22356,22302,22279,22296,22436,22389
Iberia Parish,Louisiana,1490,71/sq mi (27/km2),73240,73087,73111,73439,73660,73839,73724,73747,72971,71982,70905,69830
Iberville Parish,Louisiana,1600,51/sq mi (20/km2),33387,33404,33388,33361,33327,33385,33131,33136,32864,32906,32693,32511
Jackson Parish,Louisiana,1470,28/sq mi (11/km2),16274,16272,16307,16350,16264,16130,15989,15947,15895,15898,15912,15744
Jefferson Parish,Louisiana,770,650/sq mi (250/km2),432552,432576,432610,434089,433954,434264,434078,435175,436572,436126,433884,432493
Jefferson Davis Parish,Louisiana,1690,48/sq mi (19/km2),31594,31592,31632,31592,31445,31295,31447,31431,31388,31480,31537,31368
Lafayette Parish,Louisiana,700,820/sq mi (320/km2),221578,221778,222315,224673,227298,231471,235695,239332,241275,241756,243113,244390
Lafourche Parish,Louisiana,2770,65/sq mi (25/km2),96318,96642,96745,97078,97177,97276,97886,98314,98506,98123,97981,97614
LaSalle Parish,Louisiana,1620,22/sq mi (8.7/km2),14890,14890,14908,14941,14862,14821,14875,14979,15022,14887,14901,14892
Lincoln Parish,Louisiana,472,38/km2 (99/sq mi),46735,46740,46850,47058,47026,47233,47198,47434,47473,47471,47112,46742
Livingston Parish,Louisiana,1680,180/sq mi (70/km2),128026,127674,128337,129828,131478,133668,135168,137116,139627,137712,139394,140789
Madison Parish,Louisiana,1620,19/sq mi (7.2/km2),12093,12101,12106,11976,12212,11908,11819,11554,11486,11342,11196,10951
Morehouse Parish,Louisiana,2060,35/sq mi (13/km2),27979,27979,27873,27479,27375,26938,26652,26301,25894,25655,25324,24874
Natchitoches Parish,Louisiana,1252,12/km2 (30/sq mi),39566,39569,39528,39386,39339,39118,39124,39004,39024,39042,38616,38158
Orleans Parish,Louisiana,438.8,"2,029/sq mi (783/km2)",343829,343828,347772,360735,369787,378637,383940,389742,391843,391493,391004,390144
Ouachita Parish,Louisiana,610,94/km2 (240/sq mi),153720,153734,153969,154650,155256,156062,156360,156880,156897,155841,154571,153279
Plaquemines Parish,Louisiana,2000,9.0/sq mi (3.5/km2),23042,23035,23117,23582,23826,23509,23304,23437,23323,23348,23385,23197
Pointe Coupee Parish,Louisiana,1440,39/sq mi (15/km2),22802,22808,22823,22814,22683,22429,22313,22197,22111,22164,21879,21730
Rapides Parish,Louisiana,3410,97/sq mi (37/km2),131613,131609,131760,132020,132012,132322,132202,131780,131845,131253,130326,129648
Red River Parish,Louisiana,1010,23/sq mi (9/km2),9091,9091,9099,9083,9072,8957,8757,8711,8621,8527,8526,8442
Richland Parish,Louisiana,1450,36/sq mi (14/km2),20725,20722,20756,20886,20912,20913,20759,20546,20446,20413,20223,20122
Sabine Parish,Louisiana,2250,24/sq mi (9.2/km2),24233,24226,24226,24421,24322,24261,24112,24205,24055,23909,23901,23884
St. Bernard Parish,Louisiana,980,17/sq mi (6.4/km2),35897,35897,36824,39516,41483,43430,44439,45421,45777,46110,46780,47244
St. Charles Parish,Louisiana,720,130/sq mi (50/km2),52780,52888,52818,52390,52420,52614,52678,52572,52796,52620,52775,53100
St. Helena Parish,Louisiana,1060,27/sq mi (11/km2),11203,11205,11197,10955,10979,10771,10519,10457,10389,10322,10187,10132
St. James Parish,Louisiana,630,86/sq mi (33/km2),22102,22101,22048,21784,21634,21607,21515,21481,21433,21380,21151,21096
St. John the Baptist Parish,Louisiana,550,130/sq mi (51/km2),45924,45810,45591,45066,44719,43570,43714,43523,43401,43328,43119,42837
St. Landry Parish,Louisiana,2390,89/sq mi (34/km2),83384,83390,83495,83442,83466,83415,83680,83649,83768,83535,82782,82124
St. Martin Parish,Louisiana,1910,64/sq mi (25/km2),52160,52122,52224,52760,52614,52901,53256,53831,53771,54066,53562,53431
St. Mary Parish,Louisiana,1440,49/sq mi (19/km2),54650,54647,54550,54187,53562,53581,53273,52876,52069,50708,49841,49348
St. Tammany Parish,Louisiana,2190,210/sq mi (80/km2),233740,233756,234544,236846,239064,241953,245237,248930,252468,255921,258035,260419
Tangipahoa Parish,Louisiana,2050,150/sq mi (57/km2),121097,121109,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758
Tensas Parish,Louisiana,1560,8.2/sq mi (3.2/km2),5252,5250,5229,5092,4999,4933,4853,4772,4656,4574,4470,4334
Terrebonne Parish,Louisiana,3190,54/sq mi (21/km2),111860,111543,111506,111635,111708,112707,113482,113817,113006,111823,111163,110461
Union Parish,Louisiana,2270,25/sq mi (9.7/km2),22721,22774,22833,22757,22520,22454,22558,22487,22528,22398,22243,22108
Vermilion Parish,Louisiana,3040,38/sq mi (15/km2),57999,57959,58085,58198,58636,59284,59534,59918,60074,59936,59886,59511
Vernon Parish,Louisiana,3440,39/sq mi (15/km2),52334,52361,52742,52270,54120,52815,52816,51431,51481,49789,48101,47429
Washington Parish,Louisiana,670,27/km2 (70/sq mi),47168,47140,47089,47127,46676,46407,46319,46358,46387,46649,46588,46194
Webster Parish,Louisiana,1540,67/sq mi (26/km2),41207,41207,41199,41244,40908,40660,40285,40061,39751,39264,38792,38340
West Baton Rouge Parish,Louisiana,500,120/sq mi (45/km2),23788,23785,23951,24109,24149,24654,25192,25554,25901,26184,26400,26465
West Carroll Parish,Louisiana,900,32/sq mi (12/km2),11604,11604,11576,11520,11499,11453,11526,11287,11136,10974,10977,10830
West Feliciana Parish,Louisiana,1040,37/sq mi (14/km2),15625,15625,15641,15517,15476,15462,15379,15383,15327,15371,15492,15568
Winn Parish,Louisiana,2500,16/sq mi (6.2/km2),15313,15313,15303,15151,15102,14849,14819,14642,14532,14350,14138,13904
Androscoggin County,Maine,1210,220/sq mi (84/km2),107702,107709,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277
Aroostook County,Maine,17280,11/sq mi (4.1/km2),71870,71873,71699,71388,70767,70064,69520,68818,68243,67609,67318,67055
Cumberland County,Maine,2160,230/sq mi (89/km2),281674,281690,281474,282709,283645,285537,288086,289488,291191,292181,293673,295003
Franklin County,Maine,4400,18/sq mi (7/km2),30768,30767,30719,30741,30650,30477,30201,30017,29982,29799,29915,30199
Hancock County,Maine,4110,23/sq mi (9.0/km2),54418,54408,54350,54525,54478,54566,54477,54237,54509,54539,54734,54987
Kennebec County,Maine,2250,130/sq mi (49/km2),122151,122154,122076,121792,121591,121139,121233,121010,121497,121913,122044,122302
Knox County,Maine,950,35/sq mi (13/km2),39736,39734,39730,39672,39611,39691,39891,39786,39761,39759,39717,39772
Lincoln County,Maine,1180,49/sq mi (19/km2),34457,34445,34385,34269,34152,34087,34047,33784,33974,34215,34399,34634
Oxford County,Maine,5380,27/sq mi (10/km2),57833,57830,57779,57763,57473,57397,57323,57164,57322,57534,57754,57975
Penobscot County,Maine,8800,45/sq mi (17/km2),153923,153931,153861,153759,153347,153222,153201,151929,151333,151645,151817,152148
Piscataquis County,Maine,10260,4.0/sq mi (1.5/km2),17535,17535,17550,17362,17265,17173,17038,16937,16910,16804,16746,16785
Sagadahoc County,Maine,660,95/sq mi (37/km2),35293,35287,35228,35121,35115,35021,35076,35120,35156,35436,35690,35856
Somerset County,Maine,10160,13/sq mi (4.9/km2),52228,52222,52216,51930,51806,51698,51235,50729,50546,50351,50489,50484
Waldo County,Maine,1900,45/sq mi (18/km2),38786,38787,38818,38857,38928,39025,39035,39120,39429,39772,39657,39715
Washington County,Maine,6640,10/sq mi (3.9/km2),32856,32855,32827,32717,32543,32260,31965,31776,31603,31374,31321,31379
York County,Maine,2570,160/sq mi (60/km2),197131,197131,197209,198240,198872,199429,200827,201223,202565,204282,205869,207641
Allegany County,Maryland,1100,170/sq mi (67/km2),75087,75047,74965,74572,73947,73576,73020,72462,72053,71352,70941,70416
Anne Arundel County,Maryland,1070,910/sq mi (350/km2),537656,537631,539284,544803,550333,555417,559142,563027,567254,571339,575523,579234
Baltimore County,Maryland,1550,"1,200/sq mi (460/km2)",805029,805324,806656,812961,818113,822274,824994,827533,828682,828645,827859,827370
Calvert County,Maryland,550,260/sq mi (99/km2),88737,88739,88988,89327,89720,90444,90540,90477,91052,91435,92065,92525
Caroline County,Maryland,830,100/sq mi (39/km2),33066,33078,33052,32887,32629,32642,32532,32595,32840,33096,33306,33406
Carroll County,Maryland,1160,370/sq mi (140/km2),167134,167141,167213,167037,167049,167217,167327,167132,167100,167547,168267,168447
Cecil County,Maryland,900,240/sq mi (93/km2),101108,101102,101165,101567,101753,101887,102195,102382,102487,102394,102644,102855
Charles County,Maryland,1190,230/sq mi (88/km2),146551,146564,147159,149200,150668,152645,154359,155665,157292,159450,161476,163257
Dorchester County,Maryland,1400,33/sq mi (13/km2),32618,32623,32688,32699,32476,32555,32492,32419,32276,32105,31960,31929
Frederick County,Maryland,660,140/km2 (360/sq mi),233385,233403,234218,237284,239645,241129,243381,245001,246999,250622,254943,259547
Garrett County,Maryland,1680,46/sq mi (18/km2),30097,30139,30141,30151,29967,29965,29648,29426,29358,29242,29133,29014
Harford County,Maryland,1130,460/sq mi (180/km2),244826,244824,245237,246729,248566,248890,249314,249558,250370,251858,253882,255441
Howard County,Maryland,650,"1,100/sq mi (440/km2)",287085,287123,288627,293583,299184,303527,306909,311297,315416,319251,322621,325690
Kent County,Maryland,720,49/sq mi (19/km2),20197,20195,20213,20250,19976,19816,19777,19715,19666,19442,19434,19422
Montgomery County,Maryland,1270,"1,900/sq mi (740/km2)",971777,971284,975602,991185,1005079,1015172,1024617,1032814,1038846,1046822,1048478,1050688
Prince George's County,Maryland,1250,"1,700/sq mi (670/km2)",863420,864029,866419,874389,882490,890658,899686,906197,908501,909705,909619,909327
Queen Anne's County,Maryland,960,94/sq mi (36/km2),47798,47785,47806,48262,48497,48517,48782,48984,49063,49586,50148,50381
St. Mary's County,Maryland,920,140/sq mi (53/km2),105151,105144,105761,107566,108800,109224,109913,110985,111750,112487,112720,113510
Somerset County,Maryland,800,43/sq mi (17/km2),26470,26470,26464,26261,26039,25959,25571,25687,25839,25896,25606,25616
Talbot County,Maryland,700,79/sq mi (31/km2),37782,37781,37879,37947,37986,37896,37517,37413,37135,37033,37074,37181
Washington County,Maryland,1190,320/sq mi (120/km2),147430,147417,147721,148776,149037,148986,149048,149068,149602,150169,150656,151049
Wicomico County,Maryland,970,250/sq mi (95/km2),98733,98733,98972,100066,100562,100850,101360,101747,102041,102252,103044,103609
Worcester County,Maryland,1210,74/sq mi (29/km2),51454,51448,51500,51507,51581,51551,51572,51456,51475,51659,51960,52276
Baltimore city,Maryland,209.65,"7,556.25/sq mi (2,917.48/km2)",620961,620770,620915,620410,622895,622391,623587,622522,616226,610481,602443,593490
Barnstable County,Massachusetts,1020,544/sq mi (210/km2),215888,215880,215899,215356,214788,214518,214289,213877,213559,213581,213471,212990
Berkshire County,Massachusetts,2400,136/sq mi (53/km2),131219,131274,131317,130547,130284,129488,128856,127858,127067,126353,125901,124944
Bristol County,Massachusetts,1430,"1,015.3/sq mi (392.0/km2)",548285,548242,549166,549308,551120,552379,555090,556863,558070,560941,564092,565217
Dukes County,Massachusetts,270,160/sq mi (60/km2),16535,16535,16572,16697,16829,17159,17297,17274,17315,17311,17329,17332
Essex County,Massachusetts,1280,"1,509/sq mi (583/km2)",743159,743082,745461,751507,757338,764563,771653,776865,779847,784453,788183,789034
Franklin County,Massachusetts,1810,97/sq mi (37/km2),71372,71381,71369,71692,71687,71361,71298,70866,70622,70605,70611,70180
Hampden County,Massachusetts,1600,751/sq mi (290/km2),463490,463615,464237,466171,466955,467747,469455,469113,467778,467705,468388,466372
Hampshire County,Massachusetts,1360,300/sq mi (100/km2),158080,158063,159329,160154,160419,160856,160918,160709,161404,161077,161139,160830
Middlesex County,Massachusetts,2120,"1,838/sq mi (710/km2)",1503085,1503133,1507681,1524848,1542867,1560204,1574993,1585432,1594664,1603943,1608470,1611699
Nantucket County,Massachusetts,123.8,212.8/sq mi (82.2/km2),10172,10172,10168,10133,10313,10569,10839,10940,11100,11205,11198,11399
Norfolk County,Massachusetts,1030,"1,694/sq mi (654/km2)",670850,670910,673019,677782,682865,688345,692239,694502,697079,700599,703230,706775
Plymouth County,Massachusetts,1710,751/sq mi (290/km2),494919,494932,495926,498184,499495,502792,506513,509221,512207,515461,518422,521202
Suffolk County,Massachusetts,150.6,"13,882/sq mi (5,360/km2)",722023,722183,725772,737141,751103,762488,773630,782591,792576,800806,803147,803907
Worcester County,Massachusetts,3910,529/sq mi (204/km2),798552,798383,800391,804063,806942,810846,815526,818117,820320,825749,829054,830622
Alcona County,Michigan,1750,16/sq mi (6/km2),10942,10943,10879,10743,10573,10554,10450,10330,10360,10309,10360,10405
Alger County,Michigan,2370,10/sq mi (4/km2),9601,9601,9580,9516,9451,9438,9362,9255,9129,9144,9118,9108
Allegan County,Michigan,2140,135/sq mi (52/km2),111408,111400,111523,111163,111499,112009,113349,114112,114979,116368,117173,118081
Alpena County,Michigan,1480,66/sq mi (25/km2),29598,29594,29510,29340,29166,28957,28882,28722,28663,28428,28384,28405
Antrim County,Michigan,1230,50/sq mi (20/km2),23580,23574,23491,23320,23245,23123,23147,23035,23079,23270,23323,23324
Arenac County,Michigan,940,44/sq mi (17/km2),15899,15903,15852,15634,15502,15413,15319,15307,15138,15014,15008,14883
Baraga County,Michigan,2330,9.9/sq mi (3.8/km2),8860,8866,8861,8836,8726,8718,8650,8585,8546,8441,8324,8209
Barry County,Michigan,1430,107/sq mi (41/km2),59173,59177,59095,58923,59023,59090,59295,59426,59810,60682,61231,61550
Bay County,Michigan,1140,236/sq mi (91/km2),107771,107773,107679,107417,106967,106794,106046,105237,104411,104045,103702,103126
Benzie County,Michigan,800,55/sq mi (21/km2),17525,17526,17505,17389,17328,17348,17473,17390,17534,17624,17761,17766
Berrien County,Michigan,1470,272/sq mi (105/km2),156813,156808,156737,156885,156621,156129,155977,155022,154325,154128,153790,153401
Branch County,Michigan,1310,89/sq mi (34/km2),45248,45242,45174,43923,43792,43587,43733,43639,43466,43375,43566,43517
Calhoun County,Michigan,1830,193/sq mi (75/km2),136146,136150,135951,135105,134737,134751,134804,134327,134344,134180,134049,134159
Cass County,Michigan,1300,105/sq mi (41/km2),52293,52289,52247,52204,51804,51585,51562,51342,51282,51481,51725,51787
Charlevoix County,Michigan,1080,62/sq mi (24/km2),25949,25955,25935,26104,26190,26252,26213,26210,26190,26212,26187,26143
Cheboygan County,Michigan,1850,37/sq mi (14/km2),26152,26145,26062,25886,25743,25573,25638,25399,25455,25454,25504,25276
Chippewa County,Michigan,4040,25/sq mi (10/km2),38520,38672,38616,38890,38993,38569,38254,37973,37683,37679,37461,37349
Clare County,Michigan,1460,55/sq mi (21/km2),30926,30924,31006,31001,30796,30600,30730,30616,30387,30565,30735,30950
Clinton County,Michigan,1470,133/sq mi (51/km2),75382,75364,75403,75899,76166,76809,76954,77009,77617,78506,79219,79595
Crawford County,Michigan,1440,25/sq mi (10/km2),14074,14081,14055,14039,13951,13877,13739,13853,13768,13906,13905,14029
Delta County,Michigan,3030,32/sq mi (12/km2),37069,37069,37047,36943,36836,36799,36580,36415,36196,35890,35843,35784
Dickinson County,Michigan,1970,34/sq mi (13/km2),26168,26168,26158,26068,26172,26015,25898,25661,25499,25424,25371,25239
Eaton County,Michigan,1490,187/sq mi (72/km2),107759,107761,107746,107921,107996,108264,108639,108661,109183,109456,109710,110268
Emmet County,Michigan,1210,70/sq mi (30/km2),32694,32694,32650,32743,32806,32946,32973,32924,32875,33081,33225,33415
Genesee County,Michigan,1650,640/sq mi (250/km2),425790,425787,424953,422026,418193,415639,412859,410461,408926,407488,406688,405813
